# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,158.10310547542215,0.0,0.8564839237299262,1.167564238269729,0.0,0.0
 0.09397729726907827,0.008831732402000709,0.09397729726907829,1.0000000000000002,158.10310547542215,0.0,0.8564839237299262,1.167564238269729,0.0,0.0
 0.13265563958266713,0.01759751871308648,0.22663293685174535,3.429713675605513,157.67132369198524,0.0,0.8688673149472836,1.1509237173465001,-11.163399401561765,-288.62145412161914
 0.16216827573777412,0.02629854965576274,0.29482391532044133,2.3105688732890752,157.23655234430325,0.0,0.881140883979744,1.1348922949567601,-14.731701546313852,-120.9076046612194
 0.18691178398073185,0.03493601499085977,0.349080059718506,2.1927425919283907,156.79887861981695,0.0,0.8932879963725067,1.1194597980279966,-17.688426402140717,-119.4949732590318
 0.20859315247260363,0.04351110325845886,0.39550493645333523,2.1412336934466887,156.358394242177,0.0,0.9052916409032069,1.1046164073737639,-20.316262684482638,-121.2025100411481
 0.22808989787108114,0.05202500151084021,0.4366830503436843,2.112050655057775,155.91519548179105,0.0,0.9171344626103242,1.090352659035215,-22.73193557836332,-123.9013406857804
 0.24592457184607658,0.06047889503767607,0.47401446971715766,2.093193260825105,155.46938315627105,0.0,0.9287987989356248,1.0766594456689325,-24.996942817403948,-127.0002043332112
 0.2624385015269077,0.06887396708368872,0.5083630733729847,2.0799775898100092,155.02106262037037,0.0,0.9402667188804199,1.0635280180826827,-27.148022582479847,-130.25850337565686
 0.2778693911877931,0.07721139855907479,0.5403078927147016,2.0701864924024047,154.57034374499233,0.0,0.951520064833706,1.0509499872446375,-29.208871638849182,-133.5534827647188
 0.2923907791688179,0.08549236774294845,0.5702601703566118,2.062631869697927,154.11734088485645,0.0,0.9625404971545204,1.0389173265501224,-31.195562072153646,-136.81133207793116
 0.3061340392380212,0.09371804998018632,0.5985248184068395,2.0566188741174125,153.66217283480418,0.0,0.973309541612421,1.0274223741229975,-33.11936525688175,-139.98157460754726
 0.31920153096753967,0.10188961737202121,0.6253355702055604,2.0517136994360943,153.20496277407048,0.0,0.9838086387523588,1.0164578360159295,-34.98835661788778,-143.02602210829184
 0.33167489874993916,0.1100082384607824,0.6508764297174782,2.0476313981503145,152.74583819870114,0.0,0.9940191960384991,1.0060167891981728,-36.80838915190206,-145.9134826908921
 0.3436205434912591,0.11807507790922828,0.675295442241197,2.0441770245563693,152.2849308417196,0.0,1.0039226417232983,0.996092685272478,-38.583715401081086,-148.61703052646294
 0.3550933626174116,0.12609129617494055,0.6987139061086705,2.041212679287401,151.8223765810601,0.0,1.013500480463054,0.9866793546492588,-40.31740198929203,-151.11251813069856
 0.3661393849072501,0.13405804918025946,0.7212327475246623,2.038638056769754,151.35831533525277,0.0,1.0227343508032325,0.9777710108344582,-42.01161591301599,-153.37773899682412
 0.376797675123285,0.1419764879783126,0.7429370600305338,2.0363784496333666,150.89289094678142,0.0,1.0316060835734797,0.9693622555384741,-43.66782842628519,-155.3919512134805
 0.38710174168515055,0.149847758415677,0.7638994168084338,2.03437707356043,150.4262510532826,0.0,1.0400977611819195,0.9614480843258866,-45.286964199727436,-157.1356089094493
 0.39708059735055257,0.15767300079227162,0.7841823390357024,2.0325899990308702,149.95854694683845,0.0,1.0481917780062346,0.9540238923664329,-46.86951311118011,-158.59021961201205
 0.40675957212964314,0.16545334951909033,0.8038401694801957,2.0309827118219053,149.48993342131624,0.0,1.0558709003724962,0.9470854814231685,-48.41561593223555,-159.7382838929877
 0.4161609457582475,0.17318993277439898,0.8229205178878884,2.029527722378718,149.02056860840997,0.0,1.0631183268253848,0.9406290671200593,-49.92513131040384,-160.56327913353857
 0.4253044464369959,0.18088387215907942,0.8414653921952404,2.0282028687824782,148.55061380250353,0.0,1.0699177480705109,0.9346512867960172,-51.39768918032986,-161.04968126142174
 0.43420764888676644,0.18853628235177336,0.8595120953237624,2.0269900892781623,148.0802332747715,0.0,1.0762534056108843,0.9291492085290056,-52.832734107285134,-161.1830052221553
 0.44288629552576936,0.19614827076453903,0.8770939444125361,2.0258745193932284,147.60959407725647,0.0,1.0821101494214882,0.9241203407385232,-54.22956102393694,-160.94985482808977
 0.45135455819092557,0.20372093719972553,0.8942408537166947,2.0248438176949635,147.13886583725483,0.0,1.0874734941810313,0.9195626425387894,-55.58734519874153,-160.33798530971103
